Id,Name,Isin,AmfiCode,Rta,RtaCode,AmcCode,LastUpdatedBy,LastUpdatedOnUtc
183,Tata Corporate Bond Fund Regular Plan - Daily Idcw Reinvestment,INF277K01AA4,106130,CAMS,TTMHD,TTMFC,Ranjith.Vijayabaskar,1/1/2007 10:00
184,Tata Corporate Bond Fund Regular Plan - Monthly Idcw Reinvestment,INF277K01AB2,106132,CAMS,TTMHM,TTMFE,Ranjith.Vijayabaskar,1/1/2007 10:00
185,Tata Corporate Bond Fund Regular Plan - Weekly Idcw Reinvestment,INF277K01AC0,106131,CAMS,TTMHW,TTMFD,Ranjith.Vijayabaskar,1/1/2007 10:00
186,Tata Corporate Bond Retail Investment Fund - Growth,INF277K01AD8,106128,CAMS,TTMRG,TTMFB,Ranjith.Vijayabaskar,1/1/2007 10:00
187,Tata Corporate Bond Retail Investment Fund - Monthly Idcw Reinvestment,INF277K01AE6,106123,CAMS,TTMRD,TTMFA,Ranjith.Vijayabaskar,1/1/2007 10:00
188,Tata Treasury Manager Ship Daily Idcw Reinvestment,INF277K01AF3,,CAMS,TTMSHD,TMSHD,Ranjith.Vijayabaskar,1/1/2007 10:00
189,Tata Treasury Manager Ship Growth,INF277K01AG1,106136,CAMS,TTMSHG,TMSHG,Ranjith.Vijayabaskar,1/1/2007 10:00
190,Tata Treasury Manager Ship Monthly Idcw Reinvestment,INF277K01AH9,,CAMS,TTMSHM,TMSHM,Ranjith.Vijayabaskar,1/1/2007 10:00
191,Tata Treasury Manager Ship Weekly Idcw Reinvestment,INF277K01AI7,,CAMS,TTMSHW,TMSHW,Ranjith.Vijayabaskar,1/1/2007 10:00
192,Tata Services Industires Fund - Idcw Reinvestment,INF277K01AK3,,CAMS,TSIDP,TSIFA,Ranjith.Vijayabaskar,1/1/2007 10:00
193,Tata Services Industires Fund - Growth,INF277K01AL1,,CAMS,TSIG,TSIFB,Ranjith.Vijayabaskar,1/1/2007 10:00
194,Tata Contra Fund - Idcw Reinvestment,INF277K01AM9,,CAMS,TCFDP,TCFA,Ranjith.Vijayabaskar,1/1/2007 10:00
196,Sbi Arbitrage Opportunities Fund - Idcw Reinvestment,INF200K01149,104458,CAMS,L114D,114D,Ranjith.Vijayabaskar,1/1/2007 10:00
197,Sbi Arbitrage Opportunities Fund Growth,INF200K01156,104457,CAMS,L114G,114G,Ranjith.Vijayabaskar,1/1/2007 10:00
199,Sbi Blue Chip Fund - Idcw Reinvestment,INF200K01172,103616,CAMS,L103D,103D,Ranjith.Vijayabaskar,1/1/2007 10:00
200,Sbi Blue Chip Fund - Growth,INF200K01180,103504,CAMS,L103G,103G,Ranjith.Vijayabaskar,1/1/2007 10:00
202,Sbi Magnum Equity Esg Fund Regular Idcw Reinvestment,INF200K01206,101295,CAMS,L007,007D,Ranjith.Vijayabaskar,1/1/2007 10:00
203,Sbi Magnum Equity Esg Fund Regular Growth,INF200K01214,104523,CAMS,L007G,007G,Ranjith.Vijayabaskar,1/1/2007 10:00
204,Sbi Flexicap Fund - Growth,INF200K01222,103215,CAMS,L099G,099G,Ranjith.Vijayabaskar,1/1/2007 10:00
206,Sbi Flexicap Fund - Idcw Reinvestment,INF200K01248,103216,CAMS,L099D,099D,Ranjith.Vijayabaskar,1/1/2007 10:00
208,Sbi Magnum Global Fund - Idcw Reinvestment,INF200K01263,103114,CAMS,L021,021D,Ranjith.Vijayabaskar,1/1/2007 10:00
209,Sbi Magnum Global Fund - Growth,INF200K01271,103034,CAMS,L021G,021G,Ranjith.Vijayabaskar,1/1/2007 10:00
211,Sbi Large And Midcap Fund Regular Idcw Reinvestment,INF200K01297,101530,CAMS,L017,017D,Ranjith.Vijayabaskar,1/1/2007 10:00
213,Sbi Magnum Comma Fund - Idcw Reinvestment,INF200K01321,103146,CAMS,L094D,094D,Ranjith.Vijayabaskar,1/1/2007 10:00
214,Sbi Magnum Comma Fund - Growth,INF200K01339,103145,CAMS,L094G,094G,Ranjith.Vijayabaskar,1/1/2007 10:00
215,Sbi Large And Midcap Fund Regular Growth,INF200K01305,103024,CAMS,L017G,017G,Ranjith.Vijayabaskar,1/1/2007 10:00
217,Sbi Contra Fund - Regular Plan - Idcw Reinvestment,INF200K01354,100915,CAMS,L036,036D,Ranjith.Vijayabaskar,1/1/2007 10:00
218,Sbi Contra Fund - Regular Plan - Growth,INF200K01362,102414,CAMS,L036G,036G,Ranjith.Vijayabaskar,1/1/2007 10:00
219,Sbi Focused Equity Fund Regular Growth,INF200K01370,102756,CAMS,L081G,081G,Ranjith.Vijayabaskar,1/1/2007 10:00
221,Sbi Focused Equity Fund Regular Idcw Reinvestment,INF200K01396,102765,CAMS,L081D,081D,Ranjith.Vijayabaskar,1/1/2007 10:00
223,Sbi Consumption Opportunities Fund Regular Idcw Reinvestment,INF200K01412,100645,CAMS,L033,033A,Ranjith.Vijayabaskar,1/1/2007 10:00
225,Sbi Technology Opportunities Fund Regular Idcw Reinvestment,INF200K01438,100643,CAMS,L034,034A,Ranjith.Vijayabaskar,1/1/2007 10:00
226,Sbi Healthcare Opportunities Fund Regular Growth,INF200K01446,102823,CAMS,L035G,035G,Ranjith.Vijayabaskar,1/1/2007 10:00
228,Sbi Healthcare Opportunities Fund Regular Idcw Reinvestment,INF200K01461,100644,CAMS,L035,035D,Ranjith.Vijayabaskar,1/1/2007 10:00
230,Sbi Magnum Taxgain Scheme - 1993 - Idcw Reinvestment,INF200K01487,,CAMS,L018,018A,Ranjith.Vijayabaskar,1/1/2007 10:00
231,Sbi Long Term Equity Fund - Growth,INF200K01495,105628,CAMS,L018G,018G,Ranjith.Vijayabaskar,1/1/2007 10:00
232,Sbi Nifty Index Fund- Regular Plan - Growth,INF200K01537,102272,CAMS,L055A,055A,Ranjith.Vijayabaskar,1/1/2007 10:00
234,Sbi Nifty Index Fund - Idcw Reinvestment,INF200K01552,102273,CAMS,L055B,055D,Ranjith.Vijayabaskar,1/1/2007 10:00
235,Sbi Magnum Midcap Fund - Growth,INF200K01560,102941,CAMS,L091G,091G,Ranjith.Vijayabaskar,1/1/2007 10:00
237,Sbi Magnum Midcap Fund - Idcw Reinvestment,INF200K01586,102942,CAMS,L091D,091D,Ranjith.Vijayabaskar,1/1/2007 10:00
238,Sbi Magnum Income Fund - 1998 - Growth,INF200K01594,100639,CAMS,L028G,028G,Ranjith.Vijayabaskar,1/1/2007 10:00
239,Magnum Income Fund - 1998 Growth,INF200K01602,100640,CAMS,L028B,028B,Ranjith.Vijayabaskar,1/1/2007 10:00
241,Sbi Magnum Income Fund - 1998 - Idcw Reinvestment,INF200K01628,100638,CAMS,L028D,028D,Ranjith.Vijayabaskar,1/1/2007 10:00
242,Sbi Savings Fund - Regular Plan - Growth,INF200K01636,102503,CAMS,L079B,079SGP,Ranjith.Vijayabaskar,1/1/2007 10:00
244,Sbi Savings Fund - Regular Plan - Idcw Reinvestment,INF200K01651,114348,CAMS,L079A,079SDP,Ranjith.Vijayabaskar,1/1/2007 10:00
246,Sbi Savings Fund - Regular Plan - Weekly Idcw Reinvestment,INF200K01677,102860,CAMS,L079C,079SDW,Ranjith.Vijayabaskar,1/1/2007 10:00
247,Sbi Magnum Childrens Benefit Fund Regular Growth,INF200K01776,101169,CAMS,L056,056A,Ranjith.Vijayabaskar,1/1/2007 10:00
248,Sbi Debt Hybrid Fund Regular Growth,INF200K01859,100968,CAMS,L44,082G,Ranjith.Vijayabaskar,1/1/2007 10:00
249,Sbi Credit Risk Fund Regular Growth,INF200K01685,102505,CAMS,L080B,080LRG,Ranjith.Vijayabaskar,1/1/2007 10:00
251,Sbi Credit Risk Fund Regular Idcw Reinvestment,INF200K01701,102506,CAMS,L080A,080LRD,Ranjith.Vijayabaskar,1/1/2007 10:00
253,Sbi Multi Asset Allocation Fund Regular Annual Idcw Reinvestment,INF200K01792,103409,CAMS,L101A,101Y,Ranjith.Vijayabaskar,1/1/2007 10:00
254,Sbi Multi Asset Allocation Fund Regular Growth,INF200K01800,103408,CAMS,L101G,101G,Ranjith.Vijayabaskar,1/1/2007 10:00
256,Sbi Multi Asset Allocation Fund Regular Monthly Idcw Reinvestment,INF200K01826,103400,CAMS,L101M,101M,Ranjith.Vijayabaskar,1/1/2007 10:00
258,Sbi Multi Asset Allocation Fund Regular Quarterly Idcw Reinvestment,INF200K01842,103401,CAMS,L101Q,101Q,Ranjith.Vijayabaskar,1/1/2007 10:00
260,Sbi Debt Hybrid Fund Regular Monthly Idcw Reinvestment,INF200K01875,100927,CAMS,L41,082M,Ranjith.Vijayabaskar,1/1/2007 10:00
262,Sbi Debt Hybrid Fund Regular Quarterly Idcw Reinvestment,INF200K01891,100928,CAMS,L42,082Q,Ranjith.Vijayabaskar,1/1/2007 10:00
264,Sbi Debt Hybrid Fund Regular Annual Idcw Reinvestment,INF200K01917,100929,CAMS,L43,082Y,Ranjith.Vijayabaskar,1/1/2007 10:00
265,Sbi Magnum Gilt Fund Regular Growth,INF200K01982,101001,CAMS,L040A,097GA,Ranjith.Vijayabaskar,1/1/2007 10:00
267,Sbi Magnum Gilt Fund Regular Idcw Reinvestment,INF200K01AA6,100999,CAMS,L039A,097DA,Ranjith.Vijayabaskar,1/1/2007 10:00
268,Sbi Magnum Gilt Fund - Long Term - Pf - Fixed Period - 1 Year,INF200K01AB4,102061,CAMS,L040C,097GPF1,Ranjith.Vijayabaskar,1/1/2007 10:00
269,Sbi Magnum Gilt Fund - Long Term - Pf - Fixed Period - 1 Year - Idcw Payout,INF200K01AC2,101950,CAMS,L039CD,097DPF1,Ranjith.Vijayabaskar,1/1/2007 10:00
270,Sbi Magnum Gilt Fund - Long Term - Pf - Fixed Period - 1 Year - Idcw Reinvestment,INF200K01AD0,101950,CAMS,L039C,097DPF1,Ranjith.Vijayabaskar,1/1/2007 10:00
271,Sbi Magnum Gilt Fund - Long Term - Pf - Fixed Period - 2 Year,INF200K01AE8,101933,CAMS,L040D,097GPF2,Ranjith.Vijayabaskar,1/1/2007 10:00
273,Sbi Magnum Gilt Fund - Long Term - Pf - Fixed Period - 2 Year - Idcw Reinvestment,INF200K01AG3,101951,CAMS,L039D,097DPF2,Ranjith.Vijayabaskar,1/1/2007 10:00
274,Sbi Magnum Gilt Fund - Long Term - Pf - Fixed Period - 3 Year,INF200K01AH1,101934,CAMS,L040E,097GPF3,Ranjith.Vijayabaskar,1/1/2007 10:00
275,Sbi Magnum Gilt Fund - Long Term - Pf - Fixed Period - 3 Year - Idcw Payout,INF200K01AI9,101952,CAMS,L039ED,097DPF3,Ranjith.Vijayabaskar,1/1/2007 10:00
276,Sbi Magnum Gilt Fund - Long Term - Pf - Fixed Period - 3 Year - Idcw Reinvestment,INF200K01AJ7,101952,CAMS,L039E,097DPF3,Ranjith.Vijayabaskar,1/1/2007 10:00
277,Sbi Magnum Constant Maturity Fund Regular Growth,INF200K01AN9,101002,CAMS,L038,092G,Ranjith.Vijayabaskar,1/1/2007 10:00
278,Sbi Magnum Gilt Fund - Long Term - Pf - Regular,INF200K01AK5,101932,CAMS,L040B,097GPFR,Ranjith.Vijayabaskar,1/1/2007 10:00
279,Sbi Magnum Gilt Fund - Long Term - Pf - Regular - Idcw Payout,INF200K01AL3,101935,CAMS,L039BD,039BD,Ranjith.Vijayabaskar,1/1/2007 10:00
280,Sbi Magnum Gilt Fund - Long Term - Pf - Regular - Idcw Reinvestment,INF200K01AM1,101935,CAMS,L039B,097DPFR,Ranjith.Vijayabaskar,1/1/2007 10:00
282,Sbi Magnum Constant Maturity Fund Regular Idcw Reinvestment,INF200K01AP4,101003,CAMS,L037,092D,Ranjith.Vijayabaskar,1/1/2007 10:00
283,Nippon India Growth Fund- Growth Plan - Bonus Option,INF204K01315,100376,KARVY,RMFGFBP,GFBPG,Ranjith.Vijayabaskar,1/1/2007 10:00
284,Nippon India Growth Fund Dividend Plan- Idcw Payout Option,INF204K01299,100375,KARVY,RMFGFDP,GFDPD,Ranjith.Vijayabaskar,1/1/2007 10:00
285,Nippon India Growth Fund Dividend Plan - Idcw Reinvestment Opt,INF204K01307,100375,KARVY,RMFGFDP,GFDPR,Ranjith.Vijayabaskar,1/1/2007 10:00
286,Nippon India Growth Fund - Growth Plan - Growth Option,INF204K01323,100377,KARVY,RMFGFGP,GFGPG,Ranjith.Vijayabaskar,1/1/2007 10:00
287,Nippon India Vision Fund - Growth Plan - Bonus Option,INF204K01398,100379,KARVY,RMFGSBP,GSBPG,Ranjith.Vijayabaskar,1/1/2007 10:00
288,Nippon India Vision Fund - Dividends Plan Idcw Payout Option,INF204K01372,100378,KARVY,RMFGSDP,GSDPD,Ranjith.Vijayabaskar,1/1/2007 10:00
289,Nippon India Vision Fund - Dividend Plan Idcw Reinvestment Opt,INF204K01380,100378,KARVY,RMFGSDP,GSDPR,Ranjith.Vijayabaskar,1/1/2007 10:00
290,Nippon India Vision Fund - Growth Plan - Growth Option,INF204K01406,100380,KARVY,RMFGSGP,GSGPG,Ranjith.Vijayabaskar,1/1/2007 10:00
291,Nippon India Multi Cap Fund Growth Plan - Bonus Opt,INF204K01471,101162,KARVY,RMFEOBP,EOBPG,Ranjith.Vijayabaskar,1/1/2007 10:00
292,Nippon India Multi Cap Fund - Div Plan-Idcw Payout Option,INF204K01455,101163,KARVY,RMFEODP,EODPD,Ranjith.Vijayabaskar,1/1/2007 10:00
293,Nippon India Multi Cap Fund - Idcw Reinvestment Option,INF204K01463,101163,KARVY,RMFEODP,EODPR,Ranjith.Vijayabaskar,1/1/2007 10:00
294,Nippon India Multi Cap Fund - Growth Plan,INF204K01489,101161,KARVY,RMFEOGP,EOGPG,Ranjith.Vijayabaskar,1/1/2007 10:00
295,Nippon India Large Cap Fund - Growth Plan - Bonus Option - Bonus,INF204K01554,106240,KARVY,RMFEARB,EARBG,Ranjith.Vijayabaskar,1/1/2007 10:00
296,Nippon India Large Cap Fund - Dividend Plan - Idcw Payout,INF204K01539,106236,KARVY,RMFEARD,EARDD,Ranjith.Vijayabaskar,1/1/2007 10:00
297,Nippon India Large Cap Fund - Dividend Plan - Idcw Reinvestment,INF204K01547,106236,KARVY,RMFEARD,EARDR,Ranjith.Vijayabaskar,1/1/2007 10:00
298,Nippon India Large Cap Fund - Growth Plan - Growth,INF204K01562,106235,KARVY,RMFEARG,EARGG,Ranjith.Vijayabaskar,1/1/2007 10:00
299,Nippon India Balanced Advantage Fund - Bonus Plan,INF204K01596,102847,KARVY,RMFNEBP,NEBPG,Ranjith.Vijayabaskar,1/1/2007 10:00
300,Nippon India Balanced Advantage Fund - Idcw Payout Option,INF204K01570,102848,KARVY,RMFNEDP,NEDPD,Ranjith.Vijayabaskar,1/1/2007 10:00
301,Nippon India Balanced Advantage Fund - Idcw Reinvestment Option,INF204K01588,102848,KARVY,RMFNEDP,NEDPR,Ranjith.Vijayabaskar,1/1/2007 10:00
302,Nippon India Balanced Advantage Fund - Growth Plan - Growth Option,INF204K01604,102846,KARVY,RMFNEGP,NEGPG,Ranjith.Vijayabaskar,1/1/2007 10:00
303,Nippon India Focused Large Cap Fund - Growth Plan-Bonus Option,INF204K01679,103748,KARVY,RMFEFBP,EFBPG,Ranjith.Vijayabaskar,1/1/2007 10:00
304,Nippon India Focused Large Cap Fund - Dividend Plan-Idcw Payout Option,INF204K01653,103749,KARVY,RMFEFDP,EFDPD,Ranjith.Vijayabaskar,1/1/2007 10:00
305,Nippon India Focused Large Cap Fund -Idcw Reinvestment Opt,INF204K01661,103749,KARVY,RMFEFDP,EFDPR,Ranjith.Vijayabaskar,1/1/2007 10:00
306,Nippon India Focused Large Cap Fund -Growth Option,INF204K01687,103747,KARVY,RMFEFGP,EFGPG,Ranjith.Vijayabaskar,1/1/2007 10:00
307,Nippon India Quant Fund- Dividend Plan Idcw Payout Opt,INF204K01745,108252,KARVY,RMFQPRD,QPRDD,Ranjith.Vijayabaskar,1/1/2007 10:00
308,Nippon India Quant Fund- Div Plan - Idcw Reinvestment Opt,INF204K01752,108252,KARVY,RMFQPRD,QPRDR,Ranjith.Vijayabaskar,1/1/2007 10:00
309,Nippon India Quant Fund- Growth Plan - Growth Option,INF204K01760,108249,KARVY,RMFQPRG,QPRGG,Ranjith.Vijayabaskar,1/1/2007 10:00
310,Nippon India Quant Fund- Growth Plan - Bonus Option,INF204K01737,108258,KARVY,RMFQPRB,QPRBG,Ranjith.Vijayabaskar,1/1/2007 10:00
315,Nippon India Banking Fund - Growth Plan- Bonus Option,INF204K01919,101863,KARVY,RMFBFBP,BFBPG,Ranjith.Vijayabaskar,1/1/2007 10:00
316,Nippon India Banking Fund- Dividend Plan-Idcw Payout Option,INF204K01893,101864,KARVY,RMFBFDP,BFDPD,Ranjith.Vijayabaskar,1/1/2007 10:00
317,Nippon India Banking Fund Dividend Plan Idcw Reinvestment Opt,INF204K01901,101864,KARVY,RMFBFDP,BFDPR,Ranjith.Vijayabaskar,1/1/2007 10:00
318,Nippon India Banking Fund- Growth Plan- Growth Option,INF204K01927,101862,KARVY,RMFBFGP,BFGPG,Ranjith.Vijayabaskar,1/1/2007 10:00
319,Nippon India Pharma Fund - Bonus Plan,INF204K01950,102432,KARVY,RMFPHBP,PHBPG,Ranjith.Vijayabaskar,1/1/2007 10:00
320,Nippon India Pharma Fund - Idcw Payout Option,INF204K01935,102433,KARVY,RMFPHDP,PHDPD,Ranjith.Vijayabaskar,1/1/2007 10:00
321,Nippon India Pharma Fund - Idcw Reinvestment Option,INF204K01943,102433,KARVY,RMFPHDP,PHDPR,Ranjith.Vijayabaskar,1/1/2007 10:00
322,Nippon India Pharma Fund - Growth Plan - Growth Option,INF204K01968,102431,KARVY,RMFPHGP,PHGPG,Ranjith.Vijayabaskar,1/1/2007 10:00
323,Nippon India Power And Infra Fund Growth Plan-Bonus Opt,INF204K01AD2,101263,KARVY,RMFPSBP,PSBPG,Ranjith.Vijayabaskar,1/1/2007 10:00
324,Nippon India Power And Infra Fund- Div Plan-Idcw Payout Option,INF204K01AB6,101264,KARVY,RMFPSDP,PSDPD,Ranjith.Vijayabaskar,1/1/2007 10:00
325,Nippon India Power And Infra Fund Idcw Reinvestment Opt,INF204K01AC4,101264,KARVY,RMFPSDP,PSDPR,Ranjith.Vijayabaskar,1/1/2007 10:00
326,Nippon India Power And Infra Fund- Growth Plan-Growth Opt,INF204K01AE0,101262,KARVY,RMFPSGP,PSGPG,Ranjith.Vijayabaskar,1/1/2007 10:00
331,Nippon India Consumption Fund - Bonus Plan,INF204K01AP6,102752,KARVY,RMFMEBP,MEBPG,Ranjith.Vijayabaskar,1/1/2007 10:00
332,Nippon India Consumption Fund - Idcw Payout Plan,INF204K01AN1,102753,KARVY,RMFMEDP,MEDPD,Ranjith.Vijayabaskar,1/1/2007 10:00
333,Nippon India Consumption Fund - Idcw Reinvestment Option,INF204K01AO9,102753,KARVY,RMFMEDP,MEDPR,Ranjith.Vijayabaskar,1/1/2007 10:00
334,Nippon India Consumption Fund - Growth Plan - Growth Option,INF204K01AQ4,102751,KARVY,RMFMEGP,MEGPG,Ranjith.Vijayabaskar,1/1/2007 10:00
335,Aditya Birla Sun Life Buy India Fund-Dividend-Dividend Payout,INF209K01116,,CAMS,B11,B11,Ranjith.Vijayabaskar,1/1/2007 10:00
336,Aditya Birla Sun Life Digital India Fund- Idcw Payout,INF209K01132,103167,CAMS,B15,B15,Ranjith.Vijayabaskar,1/1/2007 10:00
337,Aditya Birla Sun Life Equity Advantage Fund - Idcw Payout-Regular Plan,INF209K01157,100034,CAMS,B201D,B201D,Ranjith.Vijayabaskar,1/1/2007 10:00
338,Aditya Birla Sun Life Cef - Global Precious Metals Plan-Idcw Payout,INF209K01173,,CAMS,B202RD,B202RD,Ranjith.Vijayabaskar,1/1/2007 10:00
339,Aditya Birla Sun Life Cef - Global Agri Plan - Idcw Payout,INF209K01199,111348,CAMS,B203RD,B203RD,Ranjith.Vijayabaskar,1/1/2007 10:00
340,Aditya Birla Sun Life Cef - Global Multi Commodity Plan-Idcw Payout,INF209K01215,,CAMS,B204RD,B204RD,Ranjith.Vijayabaskar,1/1/2007 10:00
341,Aditya Birla Sun Life Arbitrage Fund - Idcw Payout,INF209K01256,112087,CAMS,B205RD,B205RD,Ranjith.Vijayabaskar,1/1/2007 10:00
342,Aditya Birla Sun Life Basic Industries Fund-Dividend-Dividend Payout,INF209K01272,,CAMS,B21,B21,Ranjith.Vijayabaskar,1/1/2007 10:00
343,Aditya Birla Sun Life India Opportunity-Dividend-Dividend Payout,INF209K01280,100065,CAMS,B211D,B211D,Ranjith.Vijayabaskar,1/1/2007 10:00
344,Aditya Birla Sun Life Mnc Fund- Idcw Payout,INF209K01314,100063,CAMS,B221D,B221D,Ranjith.Vijayabaskar,1/1/2007 10:00
345,Aditya Birla Sun Life Tax Plan- Idcw Payout,INF209K01330,100067,CAMS,B231D,B231D,Ranjith.Vijayabaskar,1/1/2007 10:00
346,Aditya Birla Sun Life Dividend Yield Fund - Idcw Payout,INF209K01397,101737,CAMS,B261D,B261D,Ranjith.Vijayabaskar,1/1/2007 10:00
347,Aditya Birla Sun Life Freedom Fund-Dividend-Dividend Payout,INF209K01413,,CAMS,B281D,B281D,Ranjith.Vijayabaskar,1/1/2007 10:00
348,Aditya Birla Sun Life Gennext Fund- Idcw Payout,INF209K01439,103110,CAMS,B291D,B291D,Ranjith.Vijayabaskar,1/1/2007 10:00
349,Aditya Birla Sun Life Focused Equity Fund- Idcw Payout,INF209K01454,103308,CAMS,B292D,B292D,Ranjith.Vijayabaskar,1/1/2007 10:00
350,Aditya Birla Sun Life International Equity Plan-A- Idcw Payout,INF209K01512,106872,CAMS,B297D,B297D,Ranjith.Vijayabaskar,1/1/2007 10:00
351,Aditya Birla Sun Life International Equity Plan-B- Idcw Payout,INF209K01538,106875,CAMS,B298D,B298D,Ranjith.Vijayabaskar,1/1/2007 10:00
352,Aditya Birla Sun Life Special Situations-Dividend-Dividend Payout,INF209K01553,107505,CAMS,B299D,B299D,Ranjith.Vijayabaskar,1/1/2007 10:00
353,Aditya Birla Sun Life Income Fund - Quarterly Idcw Payout-Regular Plan,INF209K01587,100037,CAMS,B301QD,B301QD,Ranjith.Vijayabaskar,1/1/2007 10:00
354,Aditya Birla Sun Life Medium Term Plan - Half Yearly Idcw Payout,INF209K01595,111811,CAMS,B303FD,B303FD,Ranjith.Vijayabaskar,1/1/2007 10:00
355,Aditya Birla Sun Life Medium Term Plan - Idcw Payout,INF209K01611,111812,CAMS,B303MD,B303MD,Ranjith.Vijayabaskar,1/1/2007 10:00
356,Aditya Birla Sun Life Medium Term Retail-Quarterly Idcw Payout,INF209K01629,,CAMS,B303QD,B303QD,Ranjith.Vijayabaskar,1/1/2007 10:00
357,Aditya Birla Sun Life Income Fund-Half Yearly Dividend-Dividend Payout,INF209K01686,,CAMS,B31,B31,Ranjith.Vijayabaskar,1/1/2007 10:00
358,Aditya Birla Sun Life Mip - Monthly Dividend Payout-Regular Plan,INF209K01702,100971,CAMS,B311MD,B311MD,Ranjith.Vijayabaskar,1/1/2007 10:00
359,Aditya Birla Sun Life Mip Ii - Savings 5 Plan - Monthly Dividend Payout-Regular Plan,INF209K01736,101711,CAMS,B312MD,B312MD,Ranjith.Vijayabaskar,1/1/2007 10:00
360,Aditya Birla Sun Life Regular Savings Fund-Monthly Idcw Payout,INF209K01769,101816,CAMS,B313MD,B313MD,Ranjith.Vijayabaskar,1/1/2007 10:00
361,Aditya Birla Sun Life Dynamic Bondretail-Monthly Idcw Payout,INF209K01801,111521,CAMS,B321MD,B321MD,Ranjith.Vijayabaskar,1/1/2007 10:00
362,Aditya Birla Sun Life Dynamic Bondretail-Quarterly Idcw Payout,INF209K01819,102766,CAMS,B321QD,B321QD,Ranjith.Vijayabaskar,1/1/2007 10:00
363,Aditya Birla Sun Life Income Fund-54Ea-Dividend-Dividend Payout,INF209K01827,,CAMS,B33,B33,Ranjith.Vijayabaskar,1/1/2007 10:00
364,Aditya Birla Sun Life Savings Fund-Monthly Dividend-Dividend Payout,INF209K01868,,CAMS,B331MD,B331MD,Ranjith.Vijayabaskar,1/1/2007 10:00
365,Aditya Birla Sun Life Short Term Fund - Idcw Payout,INF209K01975,101843,CAMS,B341QD,B341QD,Ranjith.Vijayabaskar,1/1/2007 10:00
366,Aditya Birla Sun Life Corporate Bond Fund - Monthly Idcw Payout-Regular Plan,INF209K01983,103183,CAMS,B37,B37,Ranjith.Vijayabaskar,1/1/2007 10:00
367,Aditya Birla Sun Life Gilt Plus - Liquid-Annual Dividend-Dividend Payout,INF209K01991,,CAMS,B401AD,B401AD,Ranjith.Vijayabaskar,1/1/2007 10:00
368,Aditya Birla Sun Life Gilt Plus - Liquid-Quarterly Dividend-Dividend Payout,INF209K01AB5,,CAMS,B401QD,B401QD,Ranjith.Vijayabaskar,1/1/2007 10:00
369,Aditya Birla Sun Life Government Securities Fund-Annual Dividend-Dividend Payout,INF209K01AE9,,CAMS,B403AD,B403AD,Ranjith.Vijayabaskar,1/1/2007 10:00
370,Aditya Birla Sun Life Government Securities Fund-Quarterly Idcw Payout,INF209K01AF6,100057,CAMS,B403QD,B403QD,Ranjith.Vijayabaskar,1/1/2007 10:00
371,Aditya Birla Sun Life Gilt Plus-Regular-Annual Dividend-Dividend Payout,INF209K01AG4,,CAMS,B404AD,B404AD,Ranjith.Vijayabaskar,1/1/2007 10:00
372,Aditya Birla Sun Life Gilt Plus-Regular-Quarterly Dividend-Dividend Payout,INF209K01AI0,100060,CAMS,B404QD,B404QD,Ranjith.Vijayabaskar,1/1/2007 10:00
373,Aditya Birla Sun Life Floating Rate Fund - Monthly Dividend Payout,INF209K01AO8,,CAMS,B512MD,B512MD,Ranjith.Vijayabaskar,1/1/2007 10:00
374,Aditya Birla Sun Life Aaf-Aggressive Plan-Dividend-Dividend Payout,INF209K01AR1,,CAMS,B601D,B601D,Ranjith.Vijayabaskar,1/1/2007 10:00
375,Aditya Birla Sun Life Aaf-Moderate Plan-Dividend-Dividend Payout,INF209K01AT7,,CAMS,B602D,B602D,Ranjith.Vijayabaskar,1/1/2007 10:00
376,Aditya Birla Sun Life Aaf-Conservative Plan-Dividend-Dividend Payout,INF209K01AV3,,CAMS,B603D,B603D,Ranjith.Vijayabaskar,1/1/2007 10:00
377,Aditya Birla Sun Life Monthly Income - Monthly Dividend Payout-Regular Plan,INF209K01AX9,103184,CAMS,B61,B61,Ranjith.Vijayabaskar,1/1/2007 10:00
378,Aditya Birla Sun Life Monthly Income - Quarterly Dividend Payout-Regular Plan,INF209K01AY7,103186,CAMS,B62,B62,Ranjith.Vijayabaskar,1/1/2007 10:00
379,Aditya Birla Sun Life Gsec Short Term-Dividend-Dividend Payout,INF209K01BA5,,CAMS,B75,B75,Ranjith.Vijayabaskar,1/1/2007 10:00
380,Aditya Birla Sun Life Gsec Long Term-Dividend-Dividend Payout,INF209K01BE7,103187,CAMS,B77,B77,Ranjith.Vijayabaskar,1/1/2007 10:00
381,Aditya Birla Sun Life Ultra Short Term -Monthly Dividend-Dividend Payout,INF209K01BG2,,CAMS,B83,B83,Ranjith.Vijayabaskar,1/1/2007 10:00
382,Aditya Birla Sun Life Equity Hybrid 95 Fund Idcw Payout,INF209K01BS7,103154,CAMS,BA,BA,Ranjith.Vijayabaskar,1/1/2007 10:00
383,Aditya Birla Sun Life Buy India Fund-Growth,INF209K01124,,CAMS,B12,B12,Ranjith.Vijayabaskar,1/1/2007 10:00
384,Aditya Birla Sun Life Digital India Fund-Growth,INF209K01140,103168,CAMS,B16,B16,Ranjith.Vijayabaskar,1/1/2007 10:00
385,Aditya Birla Sun Life Equity Advantage Fund - Growth-Regular Plan,INF209K01165,100033,CAMS,B201G,B201G,Ranjith.Vijayabaskar,1/1/2007 10:00
